aX,aY,aZ,gX,gY,gZ
0.016,0.899,-0.538,12.268,-3.052,11.169
-0.000,0.880,-0.537,14.221,-1.526,8.179
-0.015,0.861,-0.537,15.625,0.305,4.883
-0.023,0.843,-0.532,17.212,2.991,1.526
-0.020,0.833,-0.519,18.372,5.554,-1.526
-0.011,0.821,-0.503,16.785,7.935,-4.028
-0.003,0.813,-0.494,13.306,10.071,-5.737
0.002,0.810,-0.492,8.911,10.864,-6.958
-0.003,0.809,-0.489,4.700,10.742,-7.507
-0.007,0.812,-0.484,1.221,9.888,-7.080
-0.015,0.820,-0.482,-2.014,7.629,-6.042
-0.022,0.822,-0.480,-4.761,5.493,-3.845
-0.031,0.821,-0.474,-7.324,3.723,-0.671
-0.040,0.820,-0.474,-9.888,2.319,3.113
-0.046,0.817,-0.473,-13.184,1.587,7.324
-0.063,0.814,-0.474,-15.564,1.892,12.268
-0.077,0.822,-0.481,-18.188,3.418,17.700
-0.090,0.833,-0.495,-20.874,5.432,24.170
-0.106,0.837,-0.502,-21.973,8.911,31.128
-0.126,0.819,-0.508,-20.203,13.611,37.415
-0.142,0.805,-0.502,-18.494,18.433,41.870
-0.148,0.797,-0.497,-17.883,22.400,44.189
-0.151,0.789,-0.496,-17.090,26.245,44.312
-0.147,0.774,-0.487,-16.174,28.870,42.480
-0.138,0.746,-0.468,-15.747,29.968,39.307
-0.129,0.726,-0.457,-17.334,28.503,35.095
-0.132,0.732,-0.471,-21.606,25.085,31.128
-0.139,0.751,-0.501,-26.123,21.484,29.175
-0.135,0.785,-0.540,-27.771,20.874,30.457
-0.113,0.819,-0.574,-26.794,22.461,33.813
"",,,,,
0.906,0.993,1.059,-337.036,187.500,-36.560
0.890,1.196,1.084,-344.727,174.561,-37.476
0.864,1.323,1.090,-346.619,160.095,-34.668
0.806,1.448,1.070,-346.252,141.296,-32.410
0.709,1.594,0.984,-345.154,118.103,-32.715
0.592,1.737,0.830,-336.731,94.910,-34.363
0.499,1.807,0.706,-315.613,75.562,-35.889
0.430,1.785,0.636,-285.339,61.157,-38.635
0.374,1.744,0.552,-255.737,51.270,-44.434
0.349,1.714,0.516,-228.821,46.875,-53.284
0.363,1.657,0.520,-205.566,46.326,-63.232
0.367,1.598,0.524,-191.895,45.898,-72.571
0.382,1.509,0.457,-192.627,43.945,-80.017
0.432,1.695,0.520,-200.317,39.673,-85.876
0.388,1.717,0.398,-208.923,30.518,-85.327
0.347,1.773,0.288,-216.125,20.996,-75.867
0.337,1.820,0.252,-203.735,17.761,-62.012
0.317,1.769,0.206,-187.622,16.724,-45.471
0.288,1.714,0.127,-168.274,18.433,-31.555
0.251,1.675,0.052,-148.254,20.874,-21.179
0.249,1.660,-0.027,-129.822,25.269,-13.184
0.236,1.622,-0.094,-111.633,30.090,-6.165
0.212,1.568,-0.152,-87.952,36.377,0.000
0.214,1.480,-0.145,-61.523,42.358,4.761
0.264,1.307,-0.048,-40.527,45.959,6.409
0.347,1.173,0.011,-33.386,41.870,1.465
0.417,1.135,0.010,-41.992,31.372,-9.094
0.438,1.184,-0.062,-62.988,18.982,-20.691
0.427,1.239,-0.188,-81.787,7.874,-26.733
0.413,1.310,-0.306,-89.417,0.793,-26.184
0.370,1.312,-0.405,-79.285,-1.831,-21.118
0.330,1.263,-0.460,-53.894,-1.038,-14.404
0.306,1.209,-0.502,-23.254,2.075,-8.362
0.269,1.155,-0.535,21.240,11.841,-7.385
0.246,0.972,-0.417,74.585,31.494,-10.315
0.249,0.997,-0.390,97.107,38.940,-7.874
0.333,0.934,-0.268,118.835,48.401,-5.432
0.379,0.929,-0.123,119.385,55.969,-1.343
0.379,0.904,0.003,91.187,55.542,5.371
0.342,0.906,-0.000,44.617,45.959,13.733
0.385,0.911,0.006,-10.925,29.724,20.447
0.399,0.997,-0.221,-64.392,6.165,29.053
0.395,1.123,-0.367,-75.439,-10.132,32.654
0.354,1.155,-0.403,-42.603,-16.846,32.288
0.297,1.117,-0.329,3.662,-16.785,28.259
0.235,1.047,-0.216,39.673,-17.700,20.813
0.182,1.006,-0.136,54.504,-21.545,10.864
0.201,0.942,-0.099,54.749,-20.996,-0.671
0.239,0.919,0.157,29.846,-28.931,-16.968
0.277,0.891,-0.322,-16.479,-53.650,-39.734
0.347,1.086,-0.322,-4.211,-46.387,-53.955
0.299,1.073,-0.279,28.870,-26.428,-65.613
0.224,0.958,-0.161,49.500,-7.202,-66.833
0.257,0.951,-0.079,50.171,6.348,-60.791
0.296,0.965,-0.067,35.461,13.611,-50.354
0.279,0.962,-0.124,16.235,17.029,-40.283
0.272,0.964,-0.171,4.639,20.325,-32.532
0.296,0.981,-0.191,1.526,24.780,-27.283
0.309,0.984,-0.192,0.000,27.954,-23.621
0.341,0.982,-0.206,-5.127,29.053,-19.104
0.403,1.022,-0.244,-12.085,28.137,-13.062
0.414,1.051,-0.253,-13.916,26.855,-6.348
0.381,1.070,-0.242,-13.794,24.841,-1.099
0.361,1.056,-0.281,-15.259,17.395,1.099
0.345,1.064,-0.315,-12.329,8.667,-0.610
0.329,1.056,-0.338,-0.854,-1.587,-4.883
0.310,1.049,-0.343,17.090,-11.719,-10.986
0.294,1.045,-0.324,36.743,-22.156,-16.785
0.286,1.042,-0.299,54.993,-31.555,-20.447
0.266,0.984,-0.240,70.801,-38.818,-22.583
0.276,0.960,-0.222,80.017,-45.593,-26.001
0.298,0.925,-0.189,86.182,-49.683,-29.602
0.303,0.914,-0.157,88.013,-50.598,-32.715
0.302,0.883,-0.123,84.839,-49.988,-32.898
0.291,0.866,-0.083,77.515,-46.143,-30.640
0.265,0.866,-0.063,66.223,-41.992,-26.306
0.254,0.843,-0.039,53.711,-36.072,-20.020
0.264,0.845,-0.007,42.175,-28.625,-14.160
0.286,0.847,0.020,31.128,-19.287,-10.132
0.298,0.849,0.032,19.470,-9.583,-7.935
0.323,0.880,0.041,5.920,-0.183,-7.629
0.338,0.905,0.038,-7.751,7.874,-8.606
0.350,0.887,0.023,-18.005,13.123,-10.986
0.356,0.907,0.004,-23.560,17.029,-15.808
0.367,0.918,-0.005,-26.123,16.479,-20.691
0.394,0.925,-0.039,-24.658,14.038,-25.452
0.417,0.948,-0.044,-21.790,10.010,-28.687
0.414,0.931,-0.043,-14.404,3.296,-29.968
0.409,0.921,-0.031,-2.075,-1.282,-31.372
0.412,0.920,-0.009,11.658,-7.324,-31.128
0.416,0.916,0.016,21.851,-12.146,-30.396
0.425,0.901,0.031,29.419,-15.015,-28.381
0.445,0.942,0.072,30.884,-18.433,-26.672
0.443,0.867,0.060,34.180,-18.066,-23.804
0.428,0.851,0.082,31.555,-19.409,-23.315
0.433,0.839,0.100,23.437,-16.174,-22.827
0.424,0.868,0.076,10.498,-15.015,-23.193
0.430,0.856,0.064,0.732,-16.663,-21.423
0.439,0.840,0.059,-2.136,-11.963,-21.301
0.444,0.840,0.041,-4.028,-7.324,-23.254
0.470,0.822,0.022,-6.042,-6.653,-23.804
0.480,0.872,0.037,-8.911,0.244,-25.452
0.519,0.857,0.012,-14.587,2.930,-24.292
0.528,0.848,0.005,-16.724,7.568,-21.484
0.536,0.863,0.016,-20.752,10.254,-18.799
0.554,0.822,-0.027,-25.635,12.146,-16.174
0.533,0.891,0.034,-30.273,16.724,-15.930
0.532,0.907,-0.016,-33.264,20.081,-15.198
0.565,0.899,-0.033,-34.668,20.386,-12.695
0.600,0.921,-0.004,-37.903,19.165,-10.864
0.623,0.914,0.001,-38.757,18.677,-9.460
0.629,0.928,0.006,-40.161,20.996,-9.399
0.635,0.933,-0.014,-43.518,18.311,-8.606
0.629,0.943,-0.029,-43.091,14.099,-6.348
0.602,0.949,-0.060,-36.743,9.827,-3.296
0.578,0.962,-0.077,-26.978,9.338,-0.183
0.557,0.924,-0.062,-19.043,5.432,3.906
0.537,0.890,-0.022,-13.306,6.409,6.470
0.529,0.866,0.005,-16.479,9.827,5.981
"",,,,,
-0.301,2.018,-0.391,-237.915,-152.588,-137.634
-0.201,2.191,-0.333,-223.083,-130.554,-139.709
-0.180,2.356,-0.368,-222.900,-119.995,-134.827
-0.161,2.482,-0.421,-219.910,-118.530,-122.131
-0.145,2.557,-0.401,-201.050,-118.896,-101.990
-0.118,2.554,-0.316,-175.049,-119.019,-77.942
-0.125,2.464,-0.248,-151.001,-119.141,-54.138
-0.167,2.305,-0.195,-127.014,-119.019,-34.973
-0.196,2.087,-0.157,-97.412,-115.295,-21.912
-0.214,1.820,-0.148,-65.369,-111.694,-15.198
-0.214,1.583,-0.205,-37.842,-107.178,-14.038
-0.195,1.407,-0.298,-16.785,-100.952,-15.381
-0.155,1.277,-0.370,1.343,-92.407,-16.052
-0.118,1.134,-0.429,17.639,-83.557,-15.076
-0.094,1.036,-0.483,28.564,-78.064,-13.062
-0.070,1.012,-0.528,32.776,-76.050,-8.606
-0.027,1.000,-0.557,34.668,-77.271,-0.916
0.032,1.016,-0.559,36.865,-79.956,10.742
0.086,1.042,-0.550,36.316,-85.205,25.574
0.099,1.072,-0.576,32.349,-93.262,43.823
0.040,1.127,-0.634,27.466,-102.173,64.880
-0.007,1.152,-0.686,31.372,-105.896,87.280
-0.010,1.143,-0.684,49.622,-105.042,106.506
-0.037,1.146,-0.600,73.853,-98.083,117.737
-0.089,1.121,-0.510,93.262,-88.257,121.277
-0.147,1.073,-0.465,105.164,-75.500,117.615
-0.156,1.043,-0.470,107.300,-58.228,108.398
-0.172,1.006,-0.481,102.417,-36.499,97.046
-0.186,0.969,-0.474,98.938,-14.526,84.778
-0.134,0.965,-0.444,95.764,4.700,73.608
-0.078,1.018,-0.406,93.262,19.226,63.843
-0.048,1.057,-0.375,92.651,27.954,56.396
-0.036,1.071,-0.342,93.628,30.640,51.392
-0.017,1.061,-0.290,97.534,28.992,47.180
0.001,1.059,-0.241,101.563,23.499,42.969
0.008,1.057,-0.207,101.196,14.832,38.818
0.012,1.071,-0.208,95.642,4.150,35.156
0.018,1.098,-0.235,92.407,-4.761,31.982
0.018,1.105,-0.266,97.412,-12.146,30.945
-0.013,1.079,-0.245,109.070,-16.968,31.128
-0.054,1.035,-0.202,121.765,-20.508,31.616
-0.087,0.986,-0.150,129.272,-22.339,30.884
-0.112,0.968,-0.115,129.272,-22.583,28.564
-0.112,0.870,-0.084,121.765,-20.691,26.550
-0.132,0.878,-0.046,109.497,-16.174,22.888
-0.124,0.943,-0.027,92.163,-8.179,17.334
-0.127,1.046,-0.026,69.702,0.610,13.916
-0.146,1.085,-0.048,54.260,13.489,13.916
-0.142,1.054,-0.046,50.781,27.405,15.869
-0.132,1.013,-0.027,54.626,40.955,17.212
-0.133,0.977,0.017,57.556,52.124,16.174
-0.133,0.928,0.068,55.298,59.265,13.123
-0.335,0.887,0.097,48.950,60.974,8.301
-0.378,0.818,0.071,40.161,58.716,8.667
0.067,1.112,0.108,29.785,56.152,16.968
-0.269,0.921,0.037,18.677,57.434,24.597
-0.127,1.005,0.060,11.108,56.641,44.373
-0.121,1.041,0.084,2.014,57.312,66.772
-0.089,1.065,0.103,-11.658,56.885,91.125
-0.138,1.079,0.069,-30.273,56.763,114.136
-0.238,1.032,0.023,-45.654,61.279,125.549
-0.394,1.089,0.013,-52.979,68.420,123.291
-0.421,0.940,0.014,-50.781,72.449,113.342
-0.363,0.958,-0.008,-45.349,69.336,98.206
-0.333,0.943,-0.014,-38.147,63.782,76.660
-0.343,0.897,0.004,-28.442,54.749,56.824
-0.364,0.792,-0.030,-18.494,42.358,40.344
-0.401,0.958,-0.202,-1.221,28.442,19.653
-0.445,1.133,-0.336,25.696,15.259,-2.808
-0.439,1.166,-0.283,82.031,6.287,-22.888
-0.408,1.121,-0.026,151.733,-3.540,-40.833
-0.355,0.995,0.223,197.021,-20.508,-56.885
-0.308,1.001,0.369,196.960,-39.856,-68.054
-0.236,0.919,0.474,160.400,-52.551,-69.519
-0.213,0.814,0.463,110.718,-55.542,-63.538
-0.267,0.807,0.399,58.167,-50.293,-51.575
-0.334,0.793,0.311,19.897,-40.466,-34.180
-0.367,0.759,0.272,1.160,-26.978,-15.015
-0.390,0.736,0.281,-11.047,-14.221,1.526
-0.403,0.729,0.279,-28.931,-3.357,13.000
-0.420,0.759,0.281,-52.551,5.066,19.775
-0.391,0.656,0.610,-85.510,7.141,21.545
-0.377,0.856,0.008,-147.339,-23.926,9.705
-0.359,0.958,-0.176,-149.048,-43.762,-15.015
-0.302,0.993,-0.082,-109.680,-38.818,-36.499
-0.230,1.029,-0.047,-73.792,-35.583,-44.861
-0.203,1.072,-0.077,-51.575,-33.569,-45.471
-0.230,1.046,-0.032,-31.067,-27.771,-43.762
-0.284,1.004,-0.038,-17.578,-22.827,-47.668
-0.307,1.015,0.004,-6.592,-14.343,-56.946
-0.271,1.048,0.087,-4.272,-5.493,-63.599
-0.212,1.074,0.120,-7.568,-0.427,-63.354
-0.218,1.095,0.113,-9.644,1.099,-59.143
-0.228,1.102,0.110,-4.333,1.709,-55.176
-0.218,1.099,0.152,6.348,1.404,-55.542
-0.213,1.086,0.171,18.494,-1.404,-58.960
-0.197,1.071,0.176,32.959,-5.188,-64.880
-0.160,1.077,0.184,50.781,-9.033,-71.899
-0.109,1.078,0.190,71.899,-13.000,-76.233
-0.097,1.073,0.221,98.083,-14.954,-77.454
-0.060,1.046,0.251,127.136,-15.503,-75.134
-0.036,0.737,0.572,137.329,-9.033,-62.744
-0.143,0.946,0.460,80.139,7.385,-30.273
-0.115,0.862,0.370,63.904,12.634,-15.198
-0.216,0.768,0.275,76.355,14.648,-16.602
-0.216,0.786,0.213,72.754,18.921,-23.437
-0.203,0.344,0.274,60.669,29.114,-29.175
-0.174,0.122,0.297,56.091,38.513,-47.302
-0.045,0.207,0.227,43.213,47.058,-81.116
0.099,0.352,0.247,30.518,61.035,-111.389
0.271,0.579,0.357,32.227,73.608,-134.094
0.409,0.830,0.516,47.791,78.430,-143.677
0.425,1.101,0.618,77.454,72.266,-141.235
0.304,1.150,0.695,112.183,60.425,-127.319
0.211,1.046,0.644,127.930,41.748,-110.046
0.236,0.948,0.543,130.493,26.794,-98.633
0.238,0.866,0.519,131.104,21.301,-93.018
0.223,0.790,0.568,124.512,19.287,-91.003
0.249,0.694,0.591,112.488,12.878,-89.539
"",,,,,
1.017,0.728,0.800,-18.372,38.818,47.119
1.025,0.679,0.849,-4.150,41.199,56.213
1.031,0.648,0.895,6.470,40.344,62.561
1.036,0.630,0.929,13.550,36.682,66.345
1.041,0.610,0.942,17.090,29.541,69.214
1.041,0.584,0.935,16.418,19.653,72.388
1.035,0.532,0.897,14.282,8.789,75.806
1.039,0.459,0.856,10.742,-0.610,79.163
1.032,0.406,0.823,6.348,-7.507,80.383
1.021,0.379,0.795,5.859,-12.146,78.613
1.014,0.382,0.768,9.949,-15.259,74.585
1.032,0.410,0.754,19.531,-17.090,70.801
1.044,0.454,0.746,31.494,-18.188,67.444
1.040,0.505,0.749,44.006,-18.555,66.162
1.032,0.538,0.746,56.824,-19.714,67.444
1.037,0.545,0.750,68.542,-21.973,71.045
1.029,0.536,0.738,75.745,-25.879,75.684
1.009,0.521,0.710,76.843,-30.823,79.590
0.999,0.497,0.667,72.449,-35.095,82.886
0.987,0.460,0.617,65.918,-36.987,84.412
0.963,0.422,0.583,56.702,-36.316,84.106
0.942,0.405,0.554,48.096,-33.325,82.031
0.922,0.431,0.563,45.959,-28.137,78.186
0.892,0.485,0.592,50.354,-22.339,74.402
0.876,0.550,0.640,59.570,-17.517,73.364
0.855,0.607,0.680,70.862,-15.137,74.463
0.851,0.640,0.703,78.674,-14.832,77.759
0.869,0.653,0.714,79.041,-14.893,82.581
0.871,0.625,0.700,74.829,-16.479,88.745
0.859,0.582,0.669,68.604,-18.127,94.238
0.847,0.493,0.630,61.829,-18.005,98.694
0.810,0.390,0.587,54.077,-17.456,102.539
0.759,0.292,0.513,49.194,-15.869,104.614
0.697,0.222,0.447,48.889,-12.207,104.919
0.632,0.176,0.443,52.979,-5.615,102.295
0.593,0.109,0.483,56.335,2.502,98.328
0.583,0.059,0.551,54.993,9.766,93.933
0.578,0.032,0.617,55.664,15.137,87.280
0.579,0.042,0.678,59.143,18.494,77.759
0.546,0.108,0.759,59.265,21.973,67.322
0.499,0.203,0.852,56.152,25.146,57.922
0.484,0.299,0.937,49.133,26.855,51.636
0.491,0.395,0.998,37.659,23.804,48.767
0.501,0.460,1.015,25.269,15.930,48.889
0.501,0.478,0.981,12.390,5.188,50.842
0.476,0.452,0.913,-0.732,-5.188,54.626
0.446,0.400,0.824,-10.559,-14.160,58.472
0.413,0.333,0.747,-17.700,-18.372,59.570
0.418,0.282,0.695,-25.330,-18.005,57.800
0.426,0.276,0.668,-34.180,-15.320,53.345
0.406,0.321,0.665,-42.419,-12.451,47.974
0.369,0.391,0.693,-46.753,-9.155,43.213
0.351,0.448,0.744,-48.767,-7.141,40.466
0.357,0.505,0.801,-50.781,-7.202,40.405
0.361,0.553,0.838,-51.941,-9.583,43.030
0.356,0.584,0.845,-53.406,-14.038,46.936
0.349,0.592,0.822,-57.312,-20.386,52.124
0.349,0.583,0.774,-62.744,-26.978,58.105
0.339,0.548,0.715,-67.688,-31.555,63.904
0.326,0.489,0.657,-71.960,-34.851,68.481
0.304,0.429,0.609,-71.655,-35.767,71.777
0.271,0.374,0.589,-67.566,-35.400,72.693
0.272,0.323,0.580,-61.096,-33.203,71.655
0.284,0.295,0.585,-54.993,-31.067,68.726
0.255,0.313,0.609,-48.950,-28.809,63.782
0.214,0.375,0.637,-41.626,-26.550,57.861
0.198,0.457,0.685,-30.701,-25.330,52.856
0.204,0.543,0.741,-18.677,-26.184,48.889
0.203,0.606,0.786,-13.184,-28.442,47.852
0.193,0.647,0.816,-15.015,-33.020,49.805
0.192,0.652,0.835,-20.142,-39.673,53.528
0.194,0.642,0.848,-25.696,-46.570,57.800
0.181,0.628,0.852,-31.433,-54.382,61.890
0.175,0.578,0.848,-33.142,-63.171,66.040
0.199,0.511,0.805,-27.893,-72.327,69.153
0.225,0.441,0.729,-18.738,-80.688,70.190
0.221,0.395,0.632,-8.545,-87.036,68.542
0.183,0.386,0.537,2.319,-89.905,65.125
0.152,0.409,0.466,12.878,-89.172,60.791
0.105,0.460,0.436,16.968,-83.618,56.580
0.054,0.537,0.442,12.817,-75.684,54.443
0.028,0.599,0.482,7.324,-68.115,54.565
0.041,0.645,0.530,5.737,-62.134,56.396
0.043,0.703,0.573,9.888,-58.655,59.143
0.044,0.762,0.628,20.325,-57.861,63.538
0.064,0.799,0.656,32.776,-58.411,70.068
0.090,0.809,0.650,47.913,-61.340,78.247
0.091,0.788,0.625,63.843,-65.186,87.219
0.100,0.745,0.586,74.707,-68.359,96.924
0.130,0.660,0.526,84.473,-71.350,106.140
0.132,0.561,0.474,92.224,-73.669,113.098
0.076,0.446,0.411,93.079,-74.524,117.493
-0.000,0.364,0.333,90.149,-72.754,119.080
-0.055,0.335,0.303,86.426,-66.711,118.103
-0.107,0.327,0.319,84.961,-56.335,115.479
-0.140,0.329,0.386,82.031,-42.969,111.816
-0.149,0.347,0.455,80.505,-31.433,109.009
-0.162,0.386,0.540,85.938,-22.461,106.018
-0.176,0.419,0.617,93.384,-15.808,104.736
-0.163,0.413,0.673,101.196,-12.939,105.713
-0.156,0.389,0.721,107.300,-11.902,107.727
-0.157,0.378,0.766,109.253,-11.902,110.291
-0.187,0.353,0.797,106.201,-14.038,113.464
-0.216,0.282,0.810,100.342,-16.602,116.638
-0.245,0.184,0.809,96.741,-18.799,118.225
-0.266,0.086,0.797,90.881,-19.409,117.432
-0.285,0.005,0.786,85.388,-19.714,114.075
-0.317,-0.055,0.792,85.999,-18.677,108.032
-0.326,-0.085,0.792,91.003,-16.846,100.159
-0.342,-0.079,0.804,94.543,-15.686,90.942
-0.358,-0.040,0.806,93.506,-14.343,81.909
-0.357,0.038,0.811,89.600,-12.817,73.608
-0.360,0.125,0.815,86.548,-11.597,67.749
-0.357,0.194,0.840,84.717,-10.376,65.125
-0.333,0.242,0.848,87.708,-10.071,66.223
-0.322,0.251,0.838,93.994,-10.376,69.885
-0.319,0.245,0.804,102.051,-10.193,75.012
-0.317,0.219,0.763,111.267,-9.827,80.017
-0.316,0.164,0.743,118.286,-7.935,84.900
"",,,,,
1.918,0.796,-0.439,-572.144,-110.107,-561.951
2.348,0.832,-0.508,-599.487,-166.626,-559.204
2.625,0.862,-0.610,-607.788,-222.473,-554.016
2.811,0.953,-0.717,-605.957,-276.550,-544.617
2.992,1.052,-0.856,-590.454,-326.843,-528.992
3.160,1.214,-0.995,-559.448,-368.164,-509.033
3.206,1.438,-1.161,-497.925,-398.926,-480.164
3.204,1.677,-1.323,-406.433,-415.039,-441.650
3.099,1.911,-1.498,-316.223,-416.626,-393.066
2.887,2.039,-1.714,-240.540,-405.273,-334.351
2.651,2.005,-1.897,-165.100,-378.113,-273.010
2.429,1.942,-2.003,-86.121,-337.341,-218.628
2.208,1.847,-2.005,-22.034,-288.635,-168.640
2.025,1.755,-1.847,14.343,-236.755,-123.718
1.845,1.630,-1.556,42.236,-187.866,-84.473
1.658,1.429,-1.317,63.110,-147.949,-50.842
1.478,1.211,-1.140,61.401,-112.732,-23.621
1.301,1.001,-1.066,47.791,-78.308,-4.761
1.180,0.786,-0.955,37.476,-42.236,6.409
1.098,0.588,-0.812,31.372,-7.935,10.437
1.102,0.418,-0.569,26.489,21.362,8.423
1.143,0.332,-0.375,20.325,41.626,3.601
1.159,0.338,-0.389,13.794,54.138,-0.366
1.173,0.352,-0.432,19.409,67.200,-1.770
1.187,0.351,-0.402,39.795,83.252,-0.122
1.220,0.320,-0.276,67.566,98.816,4.211
1.264,0.266,-0.105,95.642,109.253,8.423
1.309,0.191,0.023,117.676,112.000,10.681
1.344,0.116,0.049,133.057,110.596,8.911
1.312,0.025,0.040,138.184,108.826,3.113
1.222,0.032,0.037,127.319,106.750,-5.249
1.160,0.070,0.085,108.337,105.774,-13.611
1.142,0.049,0.255,89.966,103.210,-21.545
1.137,0.069,0.410,78.064,94.055,-31.677
1.133,0.110,0.501,72.021,77.454,-42.053
1.136,0.160,0.541,69.336,56.641,-50.476
1.125,0.214,0.515,71.045,34.363,-57.434
1.108,0.275,0.445,72.998,13.184,-61.646
1.090,0.325,0.336,72.449,-5.310,-64.087
1.082,0.348,0.208,68.726,-20.752,-63.965
1.080,0.331,0.080,61.829,-32.776,-62.012
1.077,0.291,-0.005,54.443,-39.246,-59.265
1.067,0.243,-0.061,47.485,-42.297,-57.495
1.048,0.204,-0.114,43.152,-43.335,-58.167
1.034,0.203,-0.166,41.199,-43.579,-60.608
1.017,0.226,-0.213,39.856,-42.847,-63.843
1.012,0.267,-0.241,36.194,-40.344,-66.345
1.017,0.299,-0.248,26.794,-36.804,-66.223
1.029,0.333,-0.238,8.362,-33.203,-62.927
1.044,0.347,-0.226,-10.620,-30.579,-58.350
1.065,0.353,-0.212,-21.484,-28.198,-54.565
1.078,0.366,-0.203,-24.231,-27.222,-51.575
1.045,0.355,-0.208,-23.010,-26.794,-47.607
1.002,0.339,-0.207,-22.400,-25.024,-42.725
0.992,0.338,-0.194,-22.766,-21.851,-37.170
1.000,0.345,-0.171,-21.851,-19.287,-31.494
1.013,0.362,-0.151,-18.555,-16.724,-25.635
1.018,0.365,-0.135,-12.878,-16.052,-19.531
1.023,0.353,-0.124,-5.432,-14.954,-13.611
1.038,0.350,-0.119,0.793,-14.954,-8.972
1.057,0.337,-0.131,5.615,-15.503,-5.249
1.066,0.299,-0.149,7.935,-17.456,-1.404
1.077,0.266,-0.170,8.057,-17.151,1.221
1.090,0.246,-0.190,7.568,-16.724,2.258
1.112,0.226,-0.215,7.141,-14.465,2.625
1.120,0.202,-0.239,3.174,-12.085,2.502
1.120,0.183,-0.267,-4.272,-9.277,2.441
1.112,0.164,-0.302,-11.353,-5.188,1.953
1.095,0.158,-0.334,-15.686,-0.549,0.916
1.078,0.158,-0.365,-15.320,5.554,-0.610
1.072,0.176,-0.390,-10.071,13.245,-2.563
1.069,0.210,-0.408,-1.587,22.400,-4.272
1.068,0.254,-0.416,6.958,31.311,-5.859
1.070,0.284,-0.406,14.709,40.344,-6.348
1.065,0.302,-0.384,21.179,48.767,-5.859
1.055,0.313,-0.347,28.259,56.580,-5.554
1.043,0.294,-0.289,34.180,62.805,-5.188
1.040,0.253,-0.202,37.415,67.139,-4.761
1.317,0.345,0.337,37.598,68.115,-5.615
1.125,0.459,0.225,33.691,58.350,-3.296
0.992,0.370,0.277,24.170,45.288,5.310
1.019,0.302,0.369,15.625,29.358,11.108
1.055,0.218,0.451,8.667,11.292,13.550
0.925,0.126,0.136,1.282,-7.751,13.489
0.934,0.137,-0.176,-6.348,-16.968,10.193
0.989,0.226,-0.151,-8.423,-12.756,5.615
0.971,0.291,-0.163,-3.296,-11.353,3.296
0.969,0.312,-0.147,2.380,-10.986,3.113
0.968,0.297,-0.139,6.165,-11.169,4.150
0.971,0.276,-0.141,8.606,-11.475,4.944
0.971,0.263,-0.141,9.949,-10.925,4.761
0.975,0.267,-0.138,9.460,-10.498,3.723
0.982,0.274,-0.142,7.874,-10.620,2.563
0.988,0.269,-0.143,7.263,-9.399,1.343
0.994,0.251,-0.144,5.798,-8.972,0.061
1.001,0.235,-0.149,4.578,-7.874,-1.404
1.010,0.226,-0.143,4.333,-6.653,-2.869
1.007,0.218,-0.145,5.554,-4.883,-4.211
1.009,0.214,-0.144,6.348,-2.319,-5.737
1.008,0.214,-0.160,5.066,0.244,-6.836
1.015,0.221,-0.162,2.136,1.953,-7.935
1.012,0.234,-0.158,0.549,3.906,-8.728
1.013,0.236,-0.151,1.770,6.104,-9.094
1.016,0.237,-0.152,5.371,8.789,-8.606
1.026,0.243,-0.159,10.742,11.536,-8.667
1.033,0.250,-0.167,17.334,14.038,-8.240
1.035,0.242,-0.169,23.499,16.968,-7.446
1.046,0.229,-0.168,28.687,19.836,-6.775
1.048,0.223,-0.169,33.386,23.682,-6.287
1.076,0.316,-0.112,36.438,26.611,-5.432
1.173,0.292,-0.013,38.574,27.588,-3.540
1.177,0.288,-0.031,38.452,23.621,-1.587
1.119,0.255,-0.059,34.607,19.104,-0.244
1.095,0.255,-0.078,30.945,15.015,-0.183
1.096,0.274,-0.084,28.503,11.047,-0.732
1.096,0.307,-0.089,26.184,7.385,-0.977
1.093,0.353,-0.096,25.757,3.967,-0.793
1.084,0.404,-0.106,27.832,0.671,0.366
1.076,0.447,-0.114,33.386,-1.404,2.991
"",,,,,
1.401,0.444,1.196,-180.115,95.947,-355.530
1.494,0.526,1.199,-125.366,52.490,-371.887
1.535,0.578,1.219,-60.791,13.306,-384.460
1.510,0.595,1.199,-9.766,-16.541,-395.203
1.410,0.749,1.020,19.470,-33.630,-404.846
1.396,0.821,0.912,49.622,-30.273,-411.255
1.475,0.824,0.927,61.218,-16.541,-415.649
1.531,0.952,0.946,63.232,-0.610,-424.255
1.465,1.420,0.909,60.608,18.921,-436.829
1.523,1.906,1.161,43.762,37.903,-441.833
1.598,2.401,1.520,21.973,45.837,-430.359
1.572,2.748,1.692,-6.653,37.170,-396.606
1.557,2.775,1.953,-34.119,15.808,-344.116
1.578,2.487,2.125,-46.326,-18.372,-286.499
1.527,2.190,2.150,-52.612,-60.730,-233.887
1.566,1.872,2.074,-70.923,-103.882,-182.373
1.641,1.567,1.897,-98.633,-144.226,-131.531
1.687,1.238,1.661,-119.446,-178.894,-83.435
1.676,0.912,1.423,-122.253,-207.336,-40.894
1.654,0.648,1.156,-105.164,-231.018,-7.935
1.657,0.454,0.921,-79.590,-249.939,13.611
1.639,0.355,0.736,-55.359,-262.268,25.085
1.606,0.308,0.584,-30.579,-268.860,27.771
1.574,0.284,0.452,-10.010,-271.240,24.231
